v0_Curvature,Eta_r_Shambhian,Omega_Mamton
0.03935670274364928,0.8809451522824916,34.89572855965285
0.06246930125496888,0.8488461443119169,41.36113861088696
0.09049686199400836,0.8048594932782105,48.05684896016564
0.09641908273657994,0.7467972223743466,53.79518570164197
0.0972407589567379,0.6751203927722468,56.0098511617376
0.1038920907987893,0.5970737540608231,52.81643850070185
0.12414716700701625,0.5320935766421344,45.78859299183618
0.14762545750659192,0.5042321256045125,39.62488209762568
0.15981870538989473,0.5126867230791562,37.54923607959286
0.15569452866801778,0.5389736457438564,38.76350364698276
0.14070449690212866,0.5716187821594917,42.38952796418213
0.12562484955916206,0.601464678464675,48.988684998194735
0.11997912256290225,0.6157818449240052,58.61261386334307
0.1274024390895257,0.5998580771007106,70.16557833534212
0.14302075535467343,0.5384532279930937,81.38898201561035
0.159984044655136,0.4217120946826853,88.99623779707393
0.17989684065619807,0.3612949990245191,90.88417478955317
0.20565671001364474,0.44792366750966756,89.89468448899764
0.22761680236941015,0.4656825868496861,92.2470128079855
0.2324244711271467,0.36889689527263836,99.72432803008113
0.2165157004954171,0.34163727174092534,108.26088985504084
0.18682622127341134,0.5496269539402121,112.9236573514347
0.1542156350569788,0.6722269409747573,111.51111082991545
0.12495032825391514,0.7431270620236694,105.43310683275816
0.09892028792356164,0.7818136246829015,97.71251449207628
0.07863764996326286,0.7960178097411993,90.53556085609502
0.07266973063237213,0.7888644913781792,84.59868082933579
0.08278256133607867,0.7660551927501447,80.08576493530171
0.10453044998882999,0.740910841694812,77.2566577592715
0.1267776109004892,0.7281595618173689,75.16842472803508
0.1306201545176518,0.730156145534954,72.15527091395954
0.11044426822896393,0.7391243304752487,69.97226410264813
0.0829497512278867,0.7491222569032886,72.48880931443247
0.0719567362349513,0.7592854738709044,77.54036069708756
0.07557680665027565,0.7710717864062235,79.07659405811515
0.07690487459696048,0.7852023542316371,74.77489802907708
0.055986016493569817,0.8006307937859264,66.427274617304
0.03630090691503863,0.8156051997689955,56.83871294309238
0.04415168878467874,0.6685116445309571,21.69161190031524
0.06783164713855158,0.596320023201559,25.635739611441554
0.09438884915027856,0.5084426684834046,30.631435777230593
0.10059575306929391,0.4576525579734065,36.5333871638243
0.10670238162363617,0.5001925024340049,42.640419679165745
0.11314757279800691,0.557100230876379,48.04213258504809
0.11758559368329442,0.5887598094543482,52.11269564205335
0.11670944046624178,0.5974857940744166,54.622458097364486
0.10918591773660531,0.592196245152964,55.348712798557166
0.09664184487789969,0.580576840026579,54.0623108962503
0.08280519948517778,0.5668935028507698,51.49803731555666
0.07222420770444123,0.5517234997918394,50.191403847330534
0.06901807702996843,0.5334582877184117,52.53858851898931
0.07507471462754751,0.5108615436076274,57.25296526847538
0.08870004994763384,0.4865205847138606,60.563571286376344
0.10554949687844074,0.47108092616172953,59.872632813065636
0.12091631334088658,0.4784119568607104,55.011709221538894
0.13241192689272463,0.5029668926899888,47.747651961335166
0.14131709666146694,0.5199900489699102,40.42438288379815
0.15015414899918156,0.5081742554790353,34.40899214842081
